account_number,aba,bic,opened,balance
SHPM81237961319195,120031027,AUQOGB7Y,2002-05-18,1038871
AQJC58898646829602,066310132,POIAGB5IEQS,2005-02-01,329485
CYFV13218383425640,090763386,GGSGGBGC,2014-01-15,226894
ZTOR94356316353707,030614521,NAESGBWJKRV,2006-12-31,1833412
QWQM18645758151466,096117606,BNFKGBHX,2008-01-10,113860
AEMS17535604815238,104086234,QFCZGBAOVD5,2006-06-14,47145
WWVX98909947268239,087300891,RIJMGBKF,2007-09-23,478961
WEWJ40532629046611,085911790,ASDBGB2B,2010-03-30,1933410
LZVU13168943763337,012410617,QGYHGBHAH49,2001-10-08,1684487
ONTW19158999439087,118390372,NDNQGBPSKDX,2022-04-03,225958
NNIE37374598335847,051854687,YIQKGBTM,2008-09-20,1400969
OHPP59617776854012,091428604,OYQSGBNU,2000-03-15,1536626
SLIB92536396939454,030596539,ATLKGBRE,2014-07-06,134138
MQIE80773855661395,038064380,ETRYGBWLA6D,2016-03-04,953971
JJBV45809495952956,074528547,YFSBGBDR,2017-12-03,1546220
OAHL98108964113448,100676169,GNCFGBC1DB6,2014-09-02,687252
RGOH03590022622259,092396845,YQPOGB3LCDS,2001-12-01,1657071
FXXK84437701776415,081643761,QMRSGBCGGC8,2003-07-29,362496
TWPP06310206447423,075879240,AJRJGBEZOLS,2008-12-26,1028604
QZEX40554449463829,053295707,NIXZGBDJ1HV,2022-03-15,1185822
DTHJ44451509068472,105859376,ZZHEGBE3DK3,2012-07-09,978770
TNLH21327988065104,033280729,GFSIGBV6AOA,2007-05-06,1073210
YUWJ69397399255708,043319198,TZDDGBU03OA,2007-03-21,1593041
GNSS45044613614878,028657587,JVRGGB4CIDM,2010-12-25,1212384
DRFI49867828805639,047771033,UCELGB6PJ4H,2004-03-26,1979151
YZZE14465750093217,017350866,VJYGGBZB,2020-09-02,1140211
KXUZ90749693875246,018853993,HDXEGBD3,2013-12-13,1139422
XHNH75970841827077,034280362,UKBDGBLB,2011-08-21,959990
USTD59186344473122,086170585,OLJGGBRR8VN,2006-09-10,167566
ZYJY84827747974111,097118989,NFZGGB8A,2016-01-17,120095
OORU64480068353187,107129693,TOMQGBUM,2014-11-02,1872227
WVUA86340541988243,034903241,BYIHGBDF,2013-08-14,1442885
XRXM80843459322127,102549838,OXFIGBYWVRX,2018-12-16,927741
DWVW52340735422650,070714795,DRSVGBZ61WK,2009-08-17,129371
XVGJ95982930843553,093427001,XGGEGBC19JZ,2020-09-06,1011252
QVCE22479757880389,012521739,LYXCGB8D,2006-08-10,1257394
GQPJ53047803311858,122344521,NTONGBPCLXA,2010-02-26,72147
FGDN31369882260368,125242125,CMKNGB25,2008-02-10,1892783
CWFI34675172322761,031786872,NACCGBAI,2004-08-22,524621
GGUH17590829314790,055584050,GWAEGBY4JC8,2018-07-04,1952641
PIDK55175650229878,085222285,SGRKGBSYCH9,2004-03-26,1447835
YUIJ30947308388318,083148743,URRWGBB7DQO,2017-05-24,683053
LRWD69118961383135,117383843,YCHTGBUI,2000-07-18,1093795
UHOX08209671748214,034611533,TIQKGBVN,2020-07-11,45221
MOQV13425442988951,073286958,MQFMGBG178J,2018-03-20,1322698
CIOM21803872211344,016504493,NEPSGBZVAKN,2022-09-02,1718598
DJUO89497677056714,103972022,HDXPGBU5IDB,2010-08-15,1171392
ZIUC40377486133379,095319243,PVZOGBQ9X3J,2015-12-08,1329982
ZWBF03577201720957,051806101,WYBTGB2F121,2000-08-04,1762720
AHGD32730688993965,039373559,QHRAGBJA,2015-09-04,404916
ESKJ06456235279610,081000650,TQYHGBYD,2013-10-14,674669
GBHG98457477213416,036954531,XHFMGBSV,2006-12-09,1963853
YOWH56764082010295,038293119,TGXFGBQ0F89,2011-07-01,437566
XMJF38591593317897,071303011,CHUXGBNR,2019-03-10,1457212
JCMF66933222483888,114315209,SDIOGB47EW7,2017-12-27,1886632
JUHS22878065389289,124319512,GOEEGBCUYG1,2017-01-31,1083396
XJVV58059579043701,088919744,JROYGB1UTG2,2022-04-30,581705
HGFQ64206044614961,068519164,UZOIGBGS,2012-12-04,1892612
WKHM29669708548652,049071867,JVLBGBBP,2003-08-24,1185761
MZDD74016303658323,016116221,TXNNGB4AXRK,2021-07-07,1237320
GYXS68266479891004,040098658,CMAWGBKN8DS,2017-12-05,1017728
IGSV30260944858906,023454390,QACXGBOQ,2019-12-03,741698
HUPD47726640120098,111249514,PKNUGBSV,2003-03-22,370600
ZRQC68725620340028,126280843,COBNGBQ1,2009-05-21,367328
UODN29126290826974,103993140,LAXAGBE0,2001-09-14,15838
JKRW36607069705503,054476622,DXDSGBC43AZ,2021-06-20,481098
NDQK89705523662674,038109656,PVAHGBNY,2022-08-30,1353898
EXKR51524546958290,085546518,TNINGB66,2015-07-02,1366754
IOFI24663233727031,054759064,ADPMGB9R,2022-05-13,1693464
ELRC16514904738503,083647448,VJJMGBDL42L,2011-09-07,55131
YXCH08812816785060,101974572,SBOYGBCU,2020-05-02,318099
UYLL52725422228606,054368235,CAPRGBQW,2007-06-12,1068815
DNCP38772939419785,017641119,FNSMGB16AF5,2004-02-12,1061936
HPNM14771034876861,011997924,RJLZGB3N,2014-12-12,279628
XHXT37585324013110,077670094,JYFJGB8E,2004-10-16,1267026
QHET73077502010677,067723744,DRYTGBF3,2021-03-15,537073
DDGZ89868535733542,013733351,JDZCGBU08XS,2007-09-14,721163
ARBJ32716455112578,035281409,IGLCGB2T,2000-12-01,1432027
BDUR46225490331301,020941770,ZARHGBG8HGE,2018-12-14,1993777
JHMJ52808049897069,119185489,VAFUGBZ3,2018-03-15,804641
VAQX32432294559187,098726985,WOFMGBWP,2004-12-04,737614
DOQZ02042499192661,116325912,RITGGBKB65K,2005-01-24,1965486
RHXB37200995006582,106269347,CHPEGBVJ,2017-09-21,1754793
CROS48913150427931,013771290,RTQSGBCC4P4,2011-06-17,847860
NXGG41022544279947,127525345,ZAJFGBHF09Y,2008-11-01,928269
GWIG79279509237108,054136849,BUTUGB6L,2008-01-26,1124525
OILJ77390180725635,126622692,MWJSGBLI,2000-01-21,831566
GIYN17591621663669,056945355,BAHXGBJF6JZ,2000-07-30,1281767
VRHG42360599530596,115309117,DYMVGB32,2020-02-10,1463174
UAYW86297898412536,098328299,PNMKGBJX,2002-09-10,35256
WZIW26836360947357,052507807,QINUGBJM,2010-04-16,1646606
OYDL51458657544866,105536518,EYDSGBCM,2018-07-28,1868420
CTLB91238365263110,112191690,OEXGGBSQ,2017-06-28,1555845
UEGE79457024943837,121306751,BATZGBJJT8M,2014-12-26,72051
NUTW60038669728932,031577188,JMKTGB44,2010-08-08,313422
UVHT48639113265914,085792401,EITFGBITT30,2003-02-21,774482
GWRJ48790927173090,121402558,HXGEGBJE,2008-09-01,547259
BQMZ96017711366741,125407669,LGDUGBSI,2009-05-11,1996253
XNBZ47887976487437,107017925,NNOLGBQY,2007-11-15,597570
RLCM11709392652807,078514777,VJHNGBY2HC3,2014-02-24,686523
VXFB52478772731365,049489381,CJLSGBTY,2022-01-13,505708
TWKX64340972906767,114430249,DWWBGBZW,2017-05-17,109441
ZZLA76807209217693,096302110,GWBKGBVSBRV,2015-05-24,836572
JTOY84383213541906,049130164,NEPNGB01,2021-10-29,1025468
PXUR15455002079970,062048084,CMRPGBU2C6C,2017-03-27,1668818
LAAS26974307767879,085991396,DHNJGB1JTP3,2011-03-06,1010542
NURY02020320185417,033777892,TLBDGB5D,2018-06-09,1770885
IASB67619301539670,053615905,SFCVGBE17L4,2012-11-07,1916916
XWAC24899151735621,052058259,FMVRGBC94RP,2020-04-12,1323217
NTEZ26906303713814,108921214,WVWIGB9I7FC,2002-10-03,54312
ECLP21132632021648,109275914,MAVAGBDY0OE,2021-02-15,1711105
WOQT93196733523686,097876878,DADLGB2IKCS,2011-01-11,1347630
GUOA87485783073983,042793375,DABNGBG4,2009-03-20,314331
WQDP54560419404691,072435988,QBVLGB0UCSF,2001-02-04,1745438
UJLH50903253623011,029432536,RDCQGBUD,2007-09-25,1399135
ELMH12739806457178,011360784,PWMNGB0CX2C,2010-11-23,1550591
GKUI01511554851236,067678970,QKTLGB60,2020-03-04,1633988
AYTC33190383507508,067445161,IAQTGBBWBIW,2005-05-02,929232
VFDL76746059490607,093623740,DYVUGBR0NCF,2020-10-19,634518
LZPV23800095352524,012916580,ZTLAGBLBVD6,2017-10-04,762102
JRCF53973669250479,051186478,JAXXGB9K,2005-12-25,1059254
ELKE96266954848310,117615663,BARFGB8G,2013-12-04,1094866
SIRX14496886655804,097102393,CUWQGB4Q8KE,2010-05-26,1733223
DLVN12114942967816,037796484,LJWLGBEG,2014-01-11,1327765
JEMH00858277889079,081782428,MKFGGBSE,2007-10-13,331737
UFBK15305206632737,042459059,VTCPGB81,2012-11-21,1882411
PZQU81643332262389,098168996,KWTBGB1X81A,2021-02-25,328860
PZJO62943616494916,020951540,GGIFGBOJ,2013-02-04,14592
AOYV22464031597616,078010679,PEWPGB0X,2005-10-09,397851
WHYV97073033277194,062661762,NXZTGBDV,2008-07-09,150015
CRIC15988050172495,066697509,GNOZGBSA,2007-09-12,1954172
CTLX24608574528633,063502833,PCSLGBYZ979,2006-05-22,445650
SVBE30890411322343,102374391,HJVLGB4MVRP,2009-10-10,1407716
UTYO43840812162302,032194599,AXGOGBMHF8A,2011-07-11,455798
HPMY32283434113316,122838286,EGOUGB75T7S,2021-05-03,1133175
JEOA74772922805886,055352499,PYJTGB3U,2017-04-25,716872
AGTQ48653771599754,022182281,UUIIGBZI,2018-06-16,693967
GNAL44731292075242,064419718,TZEVGB5M,2000-01-02,78708
IITO96544965048141,019248798,FRWKGBRH9UW,2003-11-22,277691
JFNL10920696800016,060319605,VEVXGB5Q2LI,2011-06-14,1109821
TYRR64604261557092,121022352,NBZRGBK9A2G,2022-01-26,590111
AHMU35715674111102,105012731,FDLGGBABX9A,2012-12-25,415475
TASU53280696396754,111802728,AHWSGBK3,2001-01-19,1121176
HNNV32491172874937,016472842,JWEGGB3K,2017-12-28,576015
VFCV71582443220965,038556610,CNYMGB3QWEZ,2002-02-16,1382990
EUSA36651025940883,041363243,MBIUGBT6,2003-11-30,1189798
TDRJ63317404168900,070811928,QZSDGBYO,2005-04-22,140284
ZAPJ30891732327637,060986423,SDTAGBDELV3,2018-03-09,1324603
FCMK33891174068394,039141338,MSWRGB19,2015-09-02,991682
PDQI25859301760975,017126087,KUWNGBXZ5GM,2010-08-21,911307
TFLT94934832083999,125841429,QKLHGB44,2019-01-03,440233
AJTD35410207092331,094245910,RIAFGBE3CGD,2005-12-16,1225797
GVGS59394314344207,035828875,LUNNGBZ7,2006-05-20,1795070
XIGL41035256970591,066200954,WHSGGBC0UWW,2020-07-29,1288057
PXEB10478815994097,029198317,UDMCGBXS,2004-12-21,606770
LIDS80496762615005,031905239,RRKGGBKQPJL,2015-07-19,379500
DBIU81946723789352,026508324,MZEUGBD1,2009-09-22,266125
CKLQ61419967269911,079436634,DSIKGBS6,2016-07-13,1828663
LOEI60413918613108,018366341,HCIWGBZA,2021-08-08,1441506
XNFP54533647654158,055023388,KCFOGBIEFWN,2015-07-06,1151633
WYAB76155444485871,125007632,XTPUGBEHIUC,2012-03-17,65643
JZDC43605321073337,079146393,FNWGGBJDFQR,2006-03-26,1826696
IRRX10002648445474,038239270,ERLVGBO3LTB,2001-05-01,1719938
TUEY14498471191620,101414647,ECUTGBDSU3W,2020-01-22,1165248
DYBA33262399608869,119027628,ZHBHGB4W,2006-01-05,1113392
VXIJ07997225000006,075369608,WZZJGBQU,2004-07-29,1092901
RPPW34551406792307,046952002,DKMXGBT6,2000-09-16,587539
CHHL96080079186929,066601809,FNMUGBA7,2007-01-04,1575252
LMTK24463154275533,067239173,BJTFGB5O,2010-08-27,1579313
MXUT27203506277967,069298109,CZJJGBJJ9ZK,2008-06-09,640470
DGFF48261509051677,053613596,BSGYGBK5BM7,2021-02-20,193411
FWCS84659128197715,098591314,BQZSGBHVETS,2001-08-21,1236894
WCDL99023982355040,034899041,ZFUSGBCAU7T,2016-02-04,1088327
ZUGD42225190928287,110290959,BZUZGBBXGL4,2017-02-25,239232
TONL76708646684965,058276200,YUZZGBEY,2005-05-03,1773328
VICH03211069047057,126638725,JWPZGB0F6VE,2015-06-12,1313392
NOWF40250559967719,076647691,UGMLGBXG63G,2012-09-03,34117
XTOU99821355403772,022221757,DNNQGBLJFMZ,2003-08-14,540866
RTDE42114826024349,025894084,OYENGBAN,2014-10-16,341377
ETFV42885648406127,096705966,MOENGB8K,2004-10-25,80011
BZHX53100013933593,090327638,OALWGBRM,2005-05-07,634884
PYNY09714122054331,055838243,XJDUGBM9,2006-04-20,698315
HPJU33019958100390,051556749,BZBGGBCVEF8,2022-05-29,340560
RCXU88984537445311,122395460,SDRVGBFYPUP,2010-04-26,1589834
JGIB69836597967665,028952512,VAGSGBXL,2017-07-18,601078
XLCU11680161129839,086269182,SKLHGBLMJMO,2009-11-14,1934100
NLKE39394050690310,052835906,MXYLGBQF,2018-09-13,616093
DNQK69230845249661,115299573,DOAOGBE3FIT,2016-04-29,1171001
XMMQ00861835182582,027973699,VKHUGB38JL0,2012-02-14,1939130
LRTH65732611614073,108298031,ZWIOGB1G1I8,2013-05-27,50235
LWOL57725881715267,105866741,NJHEGB1DTRX,2010-07-20,78361
LKFN71151619214673,033445182,OICTGBAL,2020-01-13,265708
GIRS74510937768490,083563153,ULBNGB69E8B,2001-07-13,209503
CSOT41117919527133,123720555,OOOUGBJH,2007-04-26,1972328
THCO49293375941966,111587836,VFSWGBPN,2009-02-16,494171
MDQE31422506052713,016837814,FBIZGBAY,2007-11-23,688184
XFHZ29038354147557,065967638,RVKVGBYB7OQ,2020-05-25,330714
GYSV86877894929206,013243540,DXXEGBS4LJG,2018-03-24,332954
EPAI30433400487472,125649045,VXMFGBG0,2016-10-11,1620575
EOUZ51160274228993,127730130,RLIAGBIECFJ,2019-08-24,1550802
UBLP19144257256903,080470980,ZTLZGB6R,2015-03-29,1173711
IHHW88912524000613,051099390,GKCKGBVM,2010-10-17,189929
XWMX96400310387878,107439503,VTDRGB2B,2011-03-11,458096
VJDF32961621914682,083843527,JRYGGBEXYPV,2021-10-16,448174
YSOO48170190255693,052447925,DTYPGBJT,2013-05-23,6341
BNYU50081369520134,122031410,RFCFGBCS9XQ,2007-07-14,205137
ZPTA17267858296747,095731148,XEGMGBUB,2011-08-03,356745
DHDM57989635317936,021284067,FBQMGBY8WWG,2002-05-24,1076516
CKGH13856012131933,102885657,TULHGB8PJGU,2014-10-08,14424
GDBP72451983432993,071525679,JYUDGBB3VE2,2013-10-09,125198
UNKE01651783239310,038488254,VVVKGBE5,2014-11-15,566697
KZLN50404622305511,095929086,GZXEGBWY,2002-05-28,683759
CSCL06361875435540,081771277,RSBKGBZCNLT,2000-07-08,367106
GPTV81315263226360,119226733,KQHTGB0M,2016-06-12,1866727
AOLS40052718717712,013429911,EZTBGBT5,2009-03-25,892758
WGUU92940988263841,091362003,JUDKGBWO,2019-10-25,170278
JSOS97697478662473,114992295,EDYRGBYZX9A,2022-09-03,1124797
XYHW58443756992236,034750313,XDXFGBIWRLY,2002-10-23,1515056
EFRM54801696468335,094255887,FMHHGBR4,2000-03-21,333413
SRMA43924359184082,074718234,WIWIGB7Z,2019-03-10,726359
VIFW61438760291779,038575293,JQZXGBX01H8,2002-06-13,1629866
FSEO48827189300460,061951169,GWPQGBIR,2005-08-13,1939140
ILMR85328089428536,092830628,ZNDZGBTL,2004-04-27,1866769
XXUJ86921416744800,072834644,GPXUGBG3,2012-12-14,766880
NUAR45493485025480,127568904,HMRJGBCP4DA,2008-10-12,1705271
HMEY65144347997634,026890252,OYEBGBGFCMN,2003-10-28,1967666
YOIA92202359336887,097059417,GZOCGBXQTK3,2004-09-14,1842983
ULOT42965902939510,040534387,JZIQGBWDS26,2008-09-19,352312
HJQU54357840862393,053006886,MZJZGBFLHUU,2010-01-05,1382159
PRPS19941785679154,076733479,OZLDGBUYFAN,2009-02-07,1388067
FVGF89007736055068,025929535,ZBFOGBRL,2014-11-14,1804060
JKGB13876650928160,032205297,JPTPGBVZSMJ,2006-10-26,1621399
ZISZ39059465207705,101364700,HMSYGB88,2017-03-08,1295101
CYKK61850452789597,048896771,KHSVGBGM53Z,2006-08-30,1765745
MRKG28552364040474,123805496,YKQFGBNN,2016-05-08,1855418
VMVC04894615011628,091488259,KRJOGB42,2018-01-29,113363
CDOK74661174164044,016540415,KUSJGBBGB9A,2012-08-28,896899
XJEK81632303010422,022833006,UMROGBWX6BR,2002-09-24,101853
FUMH43107266130037,062794639,QHJKGBKSW9Z,2012-11-12,1961839
QMRK38902593330599,046240439,XSYEGB2S,2013-12-19,1800543
XUQC02084564323511,041994476,ZUILGBNJMTQ,2004-02-25,1018407
UIVP19613210626067,068384991,JBMJGBP1,2017-09-26,1093177
BPZB79700111059600,038924174,XOTJGB6S,2006-02-16,1688059
BVIE87417479386462,028182463,GDAAGBTB,2020-09-08,1425460
GMDF03635443223124,094730687,JDHLGB3KPFK,2018-02-22,86830
YHQG47038289972140,039897187,BTAFGB0A,2004-08-27,1313134
WUMS72826339932278,125733524,KFYKGBYNK0U,2012-04-27,254410
USCE65451962676917,125359584,HAGHGBT7,2004-05-30,1922819
DDBT65333634428627,050521296,QCCNGBTE,2016-12-18,1739580
NIDC35479568645191,129387455,THKCGB2O,2012-01-07,38402
XQEC40340526606289,106185450,WKPXGBIEIMO,2004-11-17,748860
QCRQ59912319534590,076141650,GOGNGBV6,2000-10-29,30896
KCBV23626263919986,038931332,ZNXMGBK5,2011-01-04,847138
MQSN95099753515197,100290370,BAPBGBYHKKG,2002-05-19,1636922
TEMT20325932839116,012204357,IJXHGBG8L7N,2014-12-03,1091883
ENEE64811013360900,119867215,MCAZGB6H,2000-06-13,1112031
TMDZ07864743991443,099987011,ESVTGB233C9,2011-03-12,236899
XKMS64437512186140,052823976,GHEWGBW5,2002-01-05,1411586
NPLA65430524394518,051935823,MJZHGBZB,2002-07-02,1802771
HKII19819094529931,127419558,DNSAGBNB,2005-01-16,299671
XJOM62679965648155,112393359,CLKWGB1X,2000-10-23,1064331
FDHB04769684631278,053954637,KBIPGBX6,2002-03-08,1519286
DDBI56745831174789,034993073,OXFNGB2K,2001-01-03,260618
OVMH91267159346485,109811543,JIIKGBVQ,2020-02-22,581533
MTZD26993657518301,063005754,AHKSGBF4,2019-04-04,1842617
TGBR77592200829418,103421599,COCVGBH59UP,2014-01-05,351610
GKBR57499587969136,103190943,BQXMGBF7CRF,2012-01-04,1209595
VMEA06022751715283,100578089,FRNGGBR0GIM,2020-05-03,1252697
NZOU14760327714402,076512030,BSJKGBTSR6B,2018-01-15,683620
JYBW78261404001848,025499120,AUWUGBY5,2007-08-22,1128551
YCVI31961544259829,049569971,YRCRGB6I,2001-03-27,1971032
MELW77185795073856,118362944,CCGNGBGS,2012-10-16,430997
CSMS58216152800145,084195724,OAAOGB7F,2003-10-12,1514923
NWOA94926507635298,110843568,OZGYGBGHP0Q,2022-01-28,1977002
NHFE86641807536860,034077177,GUBCGB0PAY7,2002-08-05,464698
BYAM72090293159609,082650821,LKUYGBXPO2K,2014-09-13,1233377
BNTN47588077154764,033895091,XJVSGBO1,2000-10-11,233667
OQNZ32052981160675,095081458,PHFQGBZL,2019-07-31,417197
VYVX65378285325113,112307028,NOJHGBPX,2017-08-11,1917611
AEHU65422434096740,095348272,GYVUGBRH,2012-12-10,597728
AWJF60222501514290,043019906,DCJAGBOLKKG,2008-04-27,1721078
GVVM02029659781819,011861940,DCCUGBJM,2003-06-21,1211648
XGDG76628332654197,040479060,IMYSGBQKZKR,2008-05-13,37474
OGXW39962502666637,020201148,JVIGGBCC46N,2018-01-12,440206
JQEU18842137311476,108241457,KAQOGBTJUQS,2009-10-14,1487607
LHCG16698472518161,045151150,TFWHGB80,2012-11-02,1176287
DJTY60995447964072,016170555,SNXTGBZ06WU,2002-09-20,1797298
UCJI78388408626263,105468602,FUWFGB01SX2,2005-09-26,1436960
ZBGB31051562747925,046265786,SMLNGBGY2K8,2017-05-14,182027
DVWZ59730736126962,092955723,FDGLGB04EE8,2021-10-22,557370
GMKA23341837381905,117887019,RGVNGBYJW2R,2009-06-28,960865
DQLS63759253133272,037173913,LEKJGBC05D6,2000-05-15,1172838
JYXM52308392017755,120543007,WTXBGBOP,2012-07-23,948544
IBTG20361171218606,078423541,JTOFGB0D9FQ,2019-12-28,1723591
YJZE34060079623558,049857159,JVTOGBXW0VA,2018-08-27,315706
PNIA44843580233129,044864590,NGEBGB61MIM,2020-04-27,452637
MYCV36409187650607,054883590,YOUWGBMU,2000-08-18,1338656
BPMD58017754956331,110962339,EFOEGBW0,2002-07-15,557801
KQOS94622164510110,062869302,NSUNGBZJ,2002-03-12,1999610
VTWY81667799822527,093437237,HPVLGBTE,2018-07-12,398595
PSNM52979294218680,108645024,UFKEGBF7,2002-04-29,1314186
KOEF30526218741486,041443024,RNJGGBCG7QW,2013-01-04,789966
BPZM95931554195272,058490031,POPGGBSQP31,2000-11-09,381723
HIBP38263383676982,021832480,FLGNGB94LZE,2021-05-15,1444767
AXKP91020255183984,093630157,LCZNGBW2,2015-02-11,1012032
EMDQ61244187593120,108840104,UDCMGB35,2004-01-31,60558
HWSO59493114220248,011756356,OLKLGBH8,2004-11-25,912076
MFBV37007531469176,039180205,NGFBGBJHDQT,2007-09-23,220253
NEDJ20303755263603,083263615,LHXRGBBN,2009-11-20,1084419
VNDZ74931139171808,108259258,PMBSGBIRD3B,2021-11-26,438121
ZAFL45008217311116,089231719,MFGMGBOWP5P,2002-06-17,1421777
REGU59517640298773,098393062,YEGUGBBAI9T,2017-02-28,1124262
PWCE51445595994781,105318231,FFPLGBOSA2A,2011-09-05,640773
MVQX31337324337106,075247856,AKPIGB2P,2009-12-12,923931
MDRS43200415032006,071422141,OSRGGB7YK62,2012-09-21,1024451
UYQX28558620141730,032136599,KIJJGBB5,2000-04-29,226977
QDMJ70199976827047,056290806,TGKEGBSPZIV,2016-07-28,1949526
FYSF20193416489998,061187823,JSKEGB24JG6,2003-04-08,1255304
FISP19309862569440,018200889,DIQYGB0407X,2008-04-18,1172376
LRBC59109168289158,108018952,PSMZGB0UDWM,2002-05-25,1171418
WBZB60845335958256,052623163,LQGRGBIN,2009-12-30,1981382
WDNZ79086940918780,075955038,UGLJGBYH,2014-12-13,779488
JRWQ75744240883755,083223684,UHUNGBV4,2006-09-28,1755491
LLQT03292077046976,115518843,ELKFGBWG,2006-06-30,49935
WTSW68763905498746,010616536,STCYGBLEF4H,2011-11-15,1718295
YJZX91625018109717,073027735,UHKGGBF0MUF,2018-06-19,1187906
XQVL06178934524197,014939251,AULQGBLP0XL,2009-12-31,767720
DUYQ78368714734590,029754272,LYMQGBCM,2003-07-08,1881867
DYEM76733631131935,029393646,CJKHGBS6,2006-09-09,395407
OBIU94566382335687,036779567,TZILGB7D,2011-05-11,1392430
QYWF08198873764024,026937432,LXIVGB9B,2012-10-12,917399
EXUP74438579015030,053369015,UIXKGBR8ULO,2005-04-14,1721130
KNSU88131982795663,022646497,WVVAGBC0,2006-10-04,325386
VTDD61848346661625,123488677,EFXRGBW8FOU,2003-02-15,560002
YVPO62813248617214,021963663,FMVKGBYBH8D,2013-12-01,1980155
SEFM46007560858105,075205885,VOWWGBLO,2016-07-01,13150
KSFK10727935129589,096114023,KHCNGB7L,2004-04-10,68115
RZBJ97502005186263,014096945,POPVGB3UMK9,2004-10-11,52298
BLSK12322859315457,030323760,WRCXGB25,2015-08-05,614196
VWEF25363362146077,079925417,PTUBGBZ9IV7,2006-01-30,367916
WSQM52790793250034,084509705,AJUCGBE1,2010-11-26,1677827
EIRM61736778080421,087548886,QRJWGBXE,2008-01-23,432403
IPAW99484867520297,026771591,LBJNGB8DV5Z,2013-07-22,735387
NSMX82306385901130,013048389,ELRDGBNGVNV,2006-02-23,157870
BNYK83410457132260,035611697,LXMKGB81D5M,2017-11-17,1283506
QYBP84233060863985,026427845,JNQPGB4OHLV,2001-02-15,1154507
QIID59361455853593,113485224,BELMGB68YTO,2006-04-02,775932
NJTS21868233742117,099909853,DPMFGBC6CYE,2012-06-28,229229
ICPO66454997169554,020034852,UYDRGB9XN18,2001-12-21,1181069
GHDY31062685995683,072607156,BQBMGBMN,2000-05-03,83475
SVKY57922531996625,067438301,EKSTGB8X,2008-02-29,1123703
NETY70123495448038,086668709,UNHFGB05,2009-12-26,1672874
MSAQ38261310528130,011460684,VNATGBQFVS5,2004-08-04,193994
KBFG15057603415456,108211076,YWTIGBQY2JQ,2004-11-24,1622843
URQH79364069632102,024739658,MKVNGBOC,2006-06-27,1993356
HPHG48524208403260,014109900,AAMTGBNSK1Y,2019-11-20,1515698
TFDD00314215580616,071858689,JKIGGBTO,2005-02-09,574011
OTNY52020128597338,066084714,MNWVGBT1,2003-08-27,265595
BETF28592962338533,020214805,IMCSGB69JNZ,2007-05-22,1739686
ZISC90606540711430,071850496,VTOPGBCBKCP,2015-01-24,123847
JRCM37825548963921,028830841,GBTAGBX5Y4U,2003-03-20,1475013
GVVB03571514044713,068255295,EFXUGBS4,2003-08-07,805718
QSPO49822507115862,012984253,IVARGBUCJAH,2015-06-23,1840054
QWJT15899362466329,114896728,HUIUGBS8,2012-11-01,818381
RMEZ68715881853144,060855156,GUJBGBQO,2003-04-20,529432
DVIU89153170403268,119460926,ITKOGB4Q,2016-01-22,1854948
DKFH72909485441158,029861136,BONFGBE3,2005-05-03,896460
UQBG82118732077219,118177935,TGKBGBYM,2003-12-20,1026351
TMFE33788927790507,038235973,HAMDGBLO,2000-08-27,677018
CXVP74622602895239,037210876,KECNGBRRBRA,2009-10-09,1042066
RKPJ00877321894796,093388263,BVFKGBIH,2011-01-19,1044437
MFDR81245282367330,036315989,YHSDGB05QG2,2006-05-10,1002827
JROF93850278217683,118211228,OUFOGB95,2006-01-26,664815
DKLQ31987238178586,073268992,KPURGBG6BU0,2003-03-10,551184
DRWS25757199969931,032641903,TIEEGBVR,2007-04-10,1697930
SFNI42764212670736,054557237,ESUSGBRU,2003-01-01,1151378
GSEW21130482488823,027962859,LUMQGB6JHJO,2014-07-29,1934875
OHVB77086236086338,067620025,MYHXGBD4EYR,2002-01-22,1792161
